id,left_employee_flag,age_years,tenure_below_1yr_flag,manager_flag,climate,climate_change,question 21,question 23
2828,Leaving employees,29,0,0,98.9,-4.0,,100.0
2829,Staying employees,40,0,0,92.3,-8.5,,
2830,Staying employees,44,0,0,100.0,,100.0,
2831,Staying employees,48,0,0,99.7,0.7,97.0,100.0
2832,Staying employees,36,0,0,100.0,0.0,,100.0
2833,Staying employees,41,0,0,67.0,34.3,82.0,98.0
2834,Staying employees,45,0,0,50.6,-21.7,18.0,
2835,Staying employees,44,0,0,100.0,0.0,100.0,100.0
2836,Staying employees,24,1,0,100.0,,,
2837,Staying employees,35,1,1,78.0,0.8,88.0,80.0
2838,Staying employees,29,0,0,81.3,-0.3,69.0,100.0
2839,Staying employees,36,0,0,100.0,,,77.0
2840,Staying employees,30,0,0,53.0,,,
2841,Leaving employees,30,0,0,31.5,,,32.0
2842,Staying employees,41,0,0,89.0,10.0,,100.0
2843,Staying employees,53,0,0,97.9,5.0,55.0,100.0
2844,Staying employees,29,0,0,88.0,25.3,100.0,100.0
2845,Staying employees,38,0,0,100.0,0.0,83.5,100.0
2846,Staying employees,45,0,0,73.5,24.7,,66.0
2847,Staying employees,35,0,0,80.9,-23.3,90.0,100.0
2848,Staying employees,38,0,0,82.0,,94.0,100.0
2849,Staying employees,40,0,0,75.0,,,
2850,Staying employees,47,0,0,48.6,31.3,,
2851,Staying employees,26,0,0,100.0,0.0,,100.0
2852,Staying employees,46,0,0,92.0,,100.0,
2853,Leaving employees,22,1,0,58.0,,,100.0
2854,Staying employees,36,0,0,100.0,0.0,,100.0
2855,Leaving employees,26,0,0,0.0,,,11.0
2856,Leaving employees,32,0,0,51.3,82.5,,
2857,Leaving employees,45,0,1,70.7,,75.0,
2858,Staying employees,42,0,0,99.7,0.7,100.0,100.0
2859,Staying employees,26,0,0,94.0,2.0,85.0,83.0
2860,Staying employees,43,0,0,74.0,-7.0,,100.0
2861,Leaving employees,27,1,0,73.7,,90.0,
2862,Staying employees,42,0,0,95.7,6.7,75.0,100.0
2863,Staying employees,35,0,0,70.0,-14.7,,100.0
2864,Staying employees,34,0,0,94.0,,89.0,
2865,Staying employees,23,1,0,49.7,-46.0,,
2866,Staying employees,37,0,0,48.8,27.5,20.0,10.0
2867,Staying employees,27,0,0,97.0,,87.0,
2868,Staying employees,39,0,0,92.0,36.0,100.0,86.0
2869,Staying employees,29,0,0,68.0,,,
2870,Staying employees,35,0,0,100.0,,,100.0
2871,Leaving employees,41,0,0,38.5,,,
2872,Staying employees,32,1,1,76.7,2.5,,100.0
2873,Staying employees,59,0,0,65.0,,,100.0
2874,Staying employees,41,0,1,61.8,25.5,,100.0
2875,Staying employees,55,0,0,86.8,,,100.0
2876,Staying employees,43,0,0,90.0,-5.0,51.0,
2877,Staying employees,65,0,0,50.0,0.0,,50.0
2878,Leaving employees,26,1,0,86.5,,63.0,
2879,Staying employees,21,0,0,63.7,-2.0,57.0,70.0
2880,Leaving employees,39,1,0,89.0,,,
2881,Staying employees,37,1,0,41.2,3.0,,54.0
2882,Staying employees,34,0,0,83.2,6.3,59.0,
2883,Staying employees,24,1,0,100.0,0.0,100.0,
2884,Staying employees,30,0,0,87.0,30.3,100.0,100.0
2885,Staying employees,41,0,0,56.0,,,
2886,Staying employees,34,0,0,65.5,-25.0,32.0,100.0
2887,Staying employees,36,0,0,100.0,,100.0,
2888,Staying employees,61,0,0,83.0,,,
2889,Staying employees,58,0,0,56.6,7.7,89.0,59.0
2890,Staying employees,30,0,0,81.4,12.0,,71.5
2891,Staying employees,38,0,0,78.3,13.3,,85.0
2892,Staying employees,50,0,0,84.8,12.2,79.0,100.0
2893,Staying employees,25,0,0,13.3,-26.7,0.0,0.0
2894,Leaving employees,33,0,0,75.0,,,65.0
2895,Staying employees,34,0,0,98.7,-2.7,99.0,100.0
2896,Staying employees,23,0,0,27.5,-20.0,,0.0
2897,Staying employees,53,0,0,78.6,-37.5,50.0,71.0
2898,Staying employees,40,0,0,3.5,2.8,0.0,
2899,Staying employees,47,1,0,100.0,0.0,100.0,100.0
2900,Leaving employees,22,0,0,28.0,,,13.0
2901,Staying employees,42,0,0,100.0,,,
2902,Staying employees,44,0,0,50.0,75.0,,100.0
2903,Staying employees,40,0,1,70.6,-3.3,88.0,83.0
2904,Staying employees,43,0,0,95.0,-8.3,83.5,76.0
2905,Staying employees,32,0,0,85.0,4.2,,
2906,Staying employees,45,0,0,100.0,,,
2907,Staying employees,22,0,0,25.0,,,
2908,Staying employees,48,0,1,71.2,-17.0,70.0,
2909,Leaving employees,28,0,0,86.0,,94.0,81.0
2910,Leaving employees,57,1,0,100.0,,100.0,
2911,Staying employees,52,0,0,64.0,,,
2912,Staying employees,29,0,0,44.0,-10.5,,20.0
2913,Staying employees,25,0,0,66.0,,,
2914,Staying employees,29,0,0,59.6,-9.7,100.0,100.0
2915,Staying employees,33,0,0,15.3,7.7,29.0,52.0
2916,Staying employees,45,0,0,87.0,-39.0,90.0,100.0
2917,Staying employees,38,0,0,60.9,-17.3,21.0,91.0
2918,Staying employees,29,0,0,100.0,0.0,92.0,100.0
2919,Staying employees,36,0,0,82.3,-1.7,88.0,100.0
2920,Staying employees,49,1,0,100.0,,,
2921,Staying employees,43,0,0,68.8,33.5,,100.0
2922,Leaving employees,35,0,0,98.6,,100.0,
2923,Staying employees,30,0,0,74.3,4.0,45.0,76.0
2924,Staying employees,26,1,0,79.0,31.7,80.0,100.0
2925,Staying employees,44,0,0,72.3,,70.0,100.0
2926,Staying employees,37,1,1,95.0,12.5,100.0,
2927,Staying employees,35,0,0,69.0,,,
2928,Staying employees,43,0,0,98.6,0.0,55.0,100.0
2929,Staying employees,42,0,0,43.1,3.3,65.0,100.0
2930,Staying employees,37,1,0,81.7,5.7,62.0,100.0
2931,Staying employees,39,1,0,100.0,,,
2932,Staying employees,41,0,0,97.0,7.0,,100.0
2933,Staying employees,43,0,0,98.3,3.3,80.0,
2934,Staying employees,52,0,0,100.0,0.0,100.0,100.0
2935,Staying employees,29,0,0,98.6,3.3,92.0,100.0
2936,Staying employees,36,0,0,93.3,13.3,80.0,100.0
2937,Staying employees,31,0,0,68.0,-5.8,,100.0
2938,Leaving employees,32,0,0,67.1,-0.5,61.0,60.0
2939,Leaving employees,47,0,0,94.3,,100.0,
2940,Leaving employees,34,0,0,100.0,,,
2941,Staying employees,41,0,0,87.6,3.0,100.0,100.0
2942,Staying employees,51,0,0,68.0,12.0,,100.0
2943,Staying employees,51,0,0,99.5,-1.0,,
2944,Staying employees,35,1,0,64.5,,,100.0
2945,Staying employees,41,1,0,88.5,46.0,,
2946,Staying employees,23,0,0,0.0,,,
2947,Staying employees,25,0,0,54.6,-11.0,72.0,100.0
2948,Staying employees,52,0,1,100.0,0.0,70.0,100.0
2949,Staying employees,38,0,0,87.7,-0.7,75.0,100.0
2950,Staying employees,26,0,0,78.6,33.3,100.0,100.0
2951,Staying employees,45,0,0,45.2,48.7,0.0,58.0
2952,Staying employees,43,0,0,49.0,67.0,,36.0
2953,Staying employees,22,1,0,61.0,,,
2954,Staying employees,29,1,0,89.0,,,
2955,Staying employees,33,0,0,64.0,-5.0,70.5,79.0
2956,Staying employees,50,0,0,85.0,,,
2957,Staying employees,53,0,0,48.9,8.3,37.0,100.0
2958,Leaving employees,56,0,0,90.1,22.7,80.0,100.0
2959,Staying employees,27,0,0,70.0,,56.0,
2960,Staying employees,34,0,0,52.4,4.0,,
2961,Staying employees,43,0,0,79.1,19.7,,58.0
2962,Leaving employees,47,0,0,55.3,,27.0,100.0
2963,Staying employees,53,0,1,85.6,19.0,50.0,92.0
2964,Staying employees,28,0,0,65.0,-28.3,45.0,
2965,Staying employees,56,0,0,22.3,-33.5,9.0,
2966,Leaving employees,31,0,0,100.0,,,100.0
2967,Staying employees,26,0,0,100.0,,,
2968,Staying employees,29,0,0,97.3,3.3,98.0,100.0
2969,Staying employees,50,0,0,59.0,48.2,,100.0
2970,Staying employees,51,0,0,40.0,-15.0,20.0,82.0
2971,Staying employees,44,0,1,98.9,0.7,100.0,100.0
2972,Staying employees,29,1,0,50.0,,,
2973,Staying employees,42,0,0,98.0,5.0,85.5,
2974,Staying employees,43,0,0,52.0,,,
2975,Staying employees,41,0,0,82.6,-34.7,42.5,61.0
2976,Staying employees,41,0,0,53.5,33.0,,100.0
2977,Staying employees,43,0,0,96.6,8.5,100.0,100.0
2978,Staying employees,42,0,0,65.0,,100.0,
2979,Staying employees,26,0,0,100.0,0.0,,
2980,Staying employees,45,0,1,94.3,0.0,80.0,100.0
2981,Leaving employees,50,0,0,88.2,,80.0,
2982,Staying employees,24,0,0,100.0,0.0,100.0,
2983,Staying employees,47,0,0,79.0,,,
2984,Staying employees,37,0,1,97.0,0.0,,100.0
2985,Staying employees,37,0,0,78.6,-12.7,71.5,69.0
2986,Staying employees,45,0,0,57.7,-24.0,5.0,74.0
2987,Leaving employees,41,0,0,87.4,27.0,79.0,100.0
2988,Leaving employees,40,0,0,57.6,27.7,70.0,85.0
2989,Staying employees,30,0,0,100.0,0.0,100.0,100.0
2990,Staying employees,22,0,0,100.0,0.0,,100.0
2991,Staying employees,35,1,0,93.2,-17.0,,100.0
2992,Leaving employees,47,0,0,54.5,,36.0,
2993,Staying employees,35,0,0,96.3,,,100.0
2994,Staying employees,41,0,0,57.6,46.7,70.5,92.0
2995,Leaving employees,35,0,0,44.3,,,61.0
2996,Staying employees,28,0,0,89.0,2.2,,100.0
2997,Staying employees,27,1,0,70.0,,,85.0
2998,Staying employees,46,0,0,91.7,16.7,68.0,100.0
2999,Staying employees,48,0,0,81.0,3.0,50.0,
3000,Leaving employees,29,0,0,21.5,,,
3001,Leaving employees,42,0,0,81.8,,83.0,100.0
3002,Staying employees,47,0,0,96.4,-1.7,80.0,100.0
3003,Staying employees,27,1,0,82.5,5.0,80.0,
3004,Staying employees,59,0,0,64.0,,,69.0
3005,Leaving employees,21,1,0,100.0,,,
3006,Staying employees,33,0,0,100.0,0.0,100.0,100.0
3007,Staying employees,45,0,0,83.7,2.0,75.0,95.0
3008,Staying employees,47,0,0,90.0,,,
3009,Staying employees,59,0,0,59.4,-3.0,77.5,100.0
3010,Staying employees,31,1,0,91.9,-6.3,50.0,83.0
3011,Staying employees,34,0,0,82.7,6.0,,100.0
3012,Staying employees,30,0,1,94.3,8.5,,100.0
3013,Staying employees,35,0,0,67.6,-16.3,50.0,57.0
3014,Staying employees,48,1,0,90.0,,0.0,
3015,Staying employees,21,1,0,83.0,6.3,100.0,100.0
3016,Staying employees,43,0,0,87.2,-8.3,83.0,
3017,Staying employees,36,0,0,83.7,1.3,89.0,100.0
3018,Staying employees,44,0,0,88.8,,,100.0
3019,Leaving employees,27,0,0,33.3,,42.0,
3020,Staying employees,30,0,0,100.0,0.0,,74.0
3021,Staying employees,26,1,0,100.0,0.0,,
3022,Staying employees,31,0,0,71.2,-10.5,0.0,100.0
3023,Leaving employees,55,0,0,70.5,20.5,72.0,88.5
3024,Staying employees,29,0,0,83.8,5.0,100.0,
3025,Staying employees,43,0,0,100.0,0.0,100.0,100.0
3026,Staying employees,59,0,0,89.7,-0.8,,99.0
3027,Staying employees,30,0,0,55.8,7.7,,65.0
3028,Staying employees,57,0,0,97.7,,100.0,
3029,Leaving employees,40,1,0,65.0,,61.0,74.0
3030,Staying employees,44,0,0,46.5,,,
3031,Staying employees,29,0,0,82.0,-6.3,16.0,100.0
3032,Staying employees,56,0,0,52.3,-34.0,90.0,
3033,Leaving employees,32,0,0,91.0,,,
3034,Leaving employees,32,1,0,81.3,,95.0,100.0
3035,Staying employees,48,0,0,99.7,0.7,100.0,100.0
3036,Leaving employees,35,0,1,79.0,,,
3037,Staying employees,36,0,0,76.3,34.7,95.0,100.0
3038,Staying employees,25,1,0,82.0,,,
3039,Staying employees,23,1,0,100.0,0.0,,100.0
3040,Staying employees,23,1,0,13.3,13.0,,
3041,Staying employees,52,0,0,86.1,-18.7,61.5,100.0
3042,Staying employees,35,0,0,66.7,44.3,,78.0
3043,Staying employees,27,0,0,73.0,,0.0,
3044,Staying employees,35,0,0,68.0,33.3,10.5,96.0
3045,Staying employees,55,0,0,95.3,4.7,,100.0
3046,Staying employees,37,0,0,100.0,0.0,100.0,100.0
3047,Staying employees,24,0,0,88.0,9.0,,
3048,Leaving employees,21,1,0,100.0,,,
3049,Staying employees,26,1,0,80.7,-15.3,,85.0
3050,Staying employees,42,0,0,86.4,-6.0,98.0,100.0
3051,Staying employees,46,0,0,68.2,5.3,,
3052,Staying employees,32,1,0,100.0,0.0,0.0,
3053,Staying employees,37,1,0,93.0,-4.5,,100.0
3054,Leaving employees,52,0,0,80.0,,,100.0
3055,Staying employees,24,0,0,96.0,-6.0,,
3056,Staying employees,42,1,1,96.0,-8.0,100.0,100.0
3057,Staying employees,46,0,0,59.9,8.7,,90.0
3058,Staying employees,54,0,0,92.9,16.7,50.0,100.0
3059,Staying employees,43,0,0,95.5,-6.0,,
3060,Staying employees,40,0,0,87.6,29.0,90.0,100.0
3061,Staying employees,31,0,0,100.0,,100.0,
3062,Staying employees,35,0,0,97.5,10.0,75.0,100.0
3063,Staying employees,60,0,0,41.0,,,
3064,Staying employees,39,0,0,89.6,17.3,100.0,100.0
3065,Leaving employees,31,0,0,60.0,,,
3066,Staying employees,43,0,0,73.6,-11.0,,
3067,Staying employees,57,0,0,63.3,-17.5,,100.0
3068,Staying employees,36,0,0,51.5,22.3,50.0,80.0
3069,Staying employees,29,0,1,86.7,3.3,,100.0
3070,Staying employees,44,0,0,100.0,0.0,,100.0
3071,Staying employees,30,0,0,100.0,,,
3072,Staying employees,37,0,0,64.6,17.7,25.0,60.0
3073,Staying employees,37,0,0,87.3,-19.0,,100.0
3074,Staying employees,42,0,0,81.4,-0.7,12.0,100.0
3075,Staying employees,60,0,0,71.2,13.7,26.5,99.0
3076,Staying employees,36,0,0,66.9,23.7,12.5,55.0
3077,Staying employees,35,0,0,75.0,,,
3078,Leaving employees,24,0,0,30.0,-96.0,,
3079,Staying employees,23,1,0,100.0,,,
3080,Staying employees,47,0,0,90.4,-22.3,100.0,100.0
3081,Staying employees,32,0,0,81.7,7.3,51.0,100.0
3082,Staying employees,26,1,0,100.0,,,
3083,Staying employees,31,1,0,91.7,8.3,100.0,100.0
3084,Staying employees,44,0,0,100.0,0.0,100.0,
3085,Staying employees,32,0,0,79.7,18.5,100.0,
3086,Staying employees,50,0,0,74.0,-17.5,12.0,
3087,Staying employees,60,0,0,77.3,-18.8,,100.0
3088,Staying employees,29,0,0,80.0,-8.3,80.0,95.0
3089,Leaving employees,52,0,0,50.0,,,
3090,Staying employees,35,0,1,100.0,0.0,100.0,100.0
3091,Leaving employees,35,0,1,0.0,,,
3092,Staying employees,43,0,0,57.3,-45.7,,100.0
3093,Staying employees,29,0,0,84.8,-1.5,98.5,100.0
3094,Staying employees,59,0,0,100.0,0.0,100.0,100.0
3095,Staying employees,32,0,0,85.9,-1.7,80.0,90.0
3096,Leaving employees,41,0,0,6.7,-23.3,14.5,9.0
3097,Staying employees,47,0,0,77.5,36.7,50.0,100.0
3098,Staying employees,21,1,0,70.0,,17.0,
3099,Staying employees,30,0,0,55.2,-3.0,50.0,50.0
3100,Leaving employees,26,0,0,100.0,,100.0,
3101,Staying employees,48,1,0,93.4,6.7,100.0,100.0
3102,Leaving employees,48,0,0,65.7,,25.0,
3103,Staying employees,27,0,0,73.5,-5.0,42.0,
3104,Staying employees,32,0,0,84.6,-1.3,96.0,100.0
3105,Staying employees,27,0,0,100.0,0.0,100.0,100.0
3106,Staying employees,35,0,0,89.5,,,100.0
3107,Staying employees,25,1,0,28.8,,,0.0
3108,Staying employees,46,0,0,100.0,0.0,100.0,100.0
3109,Staying employees,53,0,0,90.3,-3.2,78.5,86.0
3110,Staying employees,45,0,0,100.0,0.0,,100.0
3111,Staying employees,28,0,0,74.8,33.7,16.0,100.0
3112,Staying employees,35,0,0,100.0,0.0,72.5,100.0
3113,Staying employees,46,0,1,99.1,2.0,100.0,100.0
3114,Leaving employees,43,0,0,20.0,,,
3115,Staying employees,56,0,1,94.7,5.0,100.0,100.0
3116,Staying employees,38,0,0,96.1,8.3,100.0,100.0
3117,Staying employees,53,1,0,71.1,14.0,100.0,96.0
3118,Staying employees,34,0,0,89.7,-9.3,74.5,100.0
3119,Staying employees,27,0,0,83.0,,,
3120,Leaving employees,56,0,0,60.5,,,
3121,Leaving employees,48,0,0,100.0,,100.0,100.0
3122,Staying employees,22,0,0,63.8,53.5,83.5,
3123,Staying employees,30,0,0,71.0,0.0,,71.0
3124,Staying employees,32,0,0,69.5,,0.0,
3125,Staying employees,30,0,0,60.7,11.7,46.5,79.0
3126,Staying employees,43,0,0,96.5,0.0,100.0,100.0
3127,Staying employees,49,0,0,66.6,14.3,47.5,75.0
3128,Staying employees,36,0,0,100.0,,,
3129,Staying employees,37,0,0,74.9,12.3,40.0,72.0
3130,Staying employees,53,0,0,89.9,16.3,97.5,100.0
3131,Staying employees,44,0,0,52.0,-28.0,,100.0
3132,Staying employees,41,0,0,100.0,0.0,,100.0
3133,Leaving employees,34,1,0,50.0,,,
3134,Staying employees,41,0,0,56.1,-12.3,50.0,50.0
3135,Staying employees,31,0,0,48.5,-23.0,90.0,100.0
3136,Staying employees,37,0,0,70.3,,,55.0
3137,Leaving employees,28,1,0,0.0,,0.0,25.0
3138,Staying employees,25,0,0,98.5,,,
3139,Staying employees,29,0,0,87.0,3.0,75.0,100.0
3140,Staying employees,56,0,0,61.5,,,47.0
3141,Staying employees,49,0,0,98.8,-2.0,93.0,100.0
3142,Staying employees,42,1,1,100.0,0.0,,
3143,Leaving employees,58,0,0,100.0,,,100.0
3144,Staying employees,50,0,0,38.8,-14.3,0.0,
3145,Staying employees,55,0,0,97.9,5.0,,100.0
3146,Staying employees,29,0,0,82.7,1.2,0.0,75.0
3147,Staying employees,38,0,1,89.9,5.0,87.5,97.0
3148,Staying employees,48,0,0,93.6,10.0,95.0,100.0
3149,Staying employees,36,0,0,88.4,17.7,,80.0
3150,Staying employees,39,0,0,95.0,6.7,68.5,100.0
3151,Staying employees,32,0,0,100.0,0.0,100.0,100.0
3152,Staying employees,21,0,0,94.2,13.7,100.0,100.0
3153,Staying employees,44,0,0,89.0,5.0,76.0,76.0
3154,Staying employees,25,1,0,85.8,-1.0,,69.0
3155,Staying employees,37,0,0,100.0,0.0,100.0,100.0
3156,Staying employees,30,0,1,13.0,,,50.0
3157,Staying employees,54,0,0,33.0,-30.5,,
3158,Staying employees,31,0,0,91.0,15.0,20.0,100.0
3159,Staying employees,26,0,0,90.1,14.3,95.0,100.0
3160,Staying employees,58,0,0,88.3,-10.0,83.5,
3161,Leaving employees,30,0,0,84.8,33.7,69.0,77.0
3162,Leaving employees,42,0,0,75.0,,50.0,
3163,Staying employees,40,0,0,25.0,,,
3164,Staying employees,29,0,1,65.4,-5.7,67.0,80.0
3165,Staying employees,27,0,0,94.0,,100.0,
3166,Staying employees,29,0,0,58.2,-19.5,,64.0
3167,Staying employees,25,0,0,31.6,17.3,50.0,75.0
3168,Staying employees,31,0,0,100.0,0.0,26.0,100.0
3169,Staying employees,33,0,0,100.0,0.0,100.0,100.0
3170,Staying employees,48,1,0,95.2,-6.0,50.0,
3171,Leaving employees,38,1,0,100.0,,,
3172,Leaving employees,26,0,0,93.9,9.7,81.5,100.0
3173,Leaving employees,22,0,0,48.3,,81.0,
3174,Staying employees,24,0,0,80.0,20.0,50.0,
3175,Staying employees,43,0,0,85.1,10.0,,100.0
3176,Leaving employees,26,1,0,100.0,,,
3177,Staying employees,34,0,0,87.4,24.7,,88.0
3178,Leaving employees,30,0,0,100.0,,,
3179,Staying employees,33,0,0,90.0,-6.7,74.5,100.0
3180,Leaving employees,25,0,0,100.0,,,
3181,Staying employees,46,0,0,67.8,17.7,65.0,81.0
3182,Staying employees,35,0,0,33.1,-26.7,9.5,23.0
3183,Staying employees,30,0,0,71.2,9.0,98.5,50.0
3184,Staying employees,25,0,0,97.0,-1.5,,
3185,Staying employees,33,0,0,75.6,20.3,81.0,100.0
3186,Staying employees,36,0,0,57.7,-4.0,56.0,56.0
3187,Staying employees,36,0,0,30.0,0.0,0.0,10.0
3188,Staying employees,38,0,0,76.2,10.3,95.0,
3189,Leaving employees,44,0,0,85.2,,,
3190,Staying employees,24,0,0,68.5,9.5,,100.0
3191,Staying employees,43,0,0,72.8,18.0,80.0,100.0
3192,Staying employees,43,0,0,95.7,8.7,100.0,100.0
3193,Staying employees,50,0,0,100.0,0.0,100.0,
3194,Leaving employees,21,1,0,81.0,,62.0,30.0
3195,Staying employees,26,0,0,100.0,,75.0,
3196,Staying employees,47,0,0,63.6,-7.0,,100.0
3197,Staying employees,37,0,0,94.0,,,92.0
3198,Staying employees,49,0,0,100.0,0.0,,100.0
3199,Leaving employees,33,0,0,100.0,0.0,,100.0
3200,Leaving employees,34,0,0,100.0,0.0,80.0,100.0
3201,Leaving employees,54,0,0,30.8,,34.0,95.0
3202,Staying employees,37,0,0,98.3,-4.0,100.0,100.0
3203,Staying employees,25,1,0,61.4,24.7,6.0,60.0
3204,Staying employees,35,0,0,88.4,1.3,70.0,
3205,Staying employees,43,0,0,75.0,,100.0,
3206,Staying employees,54,0,0,78.1,-19.0,100.0,100.0
3207,Staying employees,25,0,0,50.0,,32.0,
3208,Staying employees,44,0,0,50.9,3.0,50.0,67.0
3209,Staying employees,38,0,1,100.0,0.0,100.0,100.0
3210,Staying employees,42,0,0,85.6,-5.0,,97.0
3211,Staying employees,37,1,0,94.6,1.5,95.0,100.0
3212,Staying employees,49,0,0,88.3,21.5,,100.0
3213,Staying employees,53,0,0,67.1,11.7,95.0,100.0
3214,Staying employees,37,0,0,79.3,27.0,,100.0
3215,Leaving employees,42,0,0,52.0,,,
3216,Leaving employees,22,0,0,85.0,,,100.0
3217,Staying employees,39,0,0,78.0,,,
3218,Leaving employees,49,0,0,51.9,-34.2,50.0,100.0
3219,Staying employees,48,1,0,86.9,21.0,100.0,100.0
3220,Staying employees,30,0,0,87.4,4.3,71.0,100.0
3221,Staying employees,56,0,0,95.7,0.7,70.0,100.0
3222,Leaving employees,31,1,0,100.0,,,100.0
3223,Staying employees,36,1,0,44.2,20.2,72.0,78.0
3224,Leaving employees,31,0,0,23.0,,,
3225,Staying employees,36,0,0,89.3,-9.7,100.0,88.0
3226,Staying employees,53,0,0,89.9,4.3,,100.0
3227,Leaving employees,33,0,0,40.0,,,96.5
3228,Staying employees,38,0,0,100.0,0.0,90.0,100.0
3229,Staying employees,45,0,0,100.0,0.0,66.5,100.0
3230,Staying employees,40,0,0,100.0,0.0,100.0,100.0
3231,Staying employees,53,0,0,95.5,-4.8,99.0,100.0
3232,Staying employees,29,0,0,69.2,-8.7,1.0,100.0
3233,Staying employees,66,0,0,85.5,-11.0,,100.0
3234,Staying employees,20,1,0,100.0,0.0,100.0,
3235,Leaving employees,32,0,0,0.0,,,
3236,Staying employees,30,0,1,74.7,1.0,72.5,100.0
3237,Staying employees,29,1,0,100.0,,,
3238,Staying employees,48,0,0,100.0,0.0,100.0,100.0
3239,Staying employees,59,0,0,81.0,,,96.0
3240,Staying employees,45,0,0,90.4,-6.0,100.0,100.0
3241,Staying employees,25,0,0,42.3,-35.5,25.0,
3242,Leaving employees,32,0,0,100.0,,,33.0
3243,Staying employees,54,0,0,66.2,14.2,29.0,60.0
3244,Leaving employees,38,0,0,88.2,0.0,30.0,52.0
3245,Staying employees,28,0,0,100.0,0.0,,100.0
3246,Staying employees,52,0,0,68.5,7.0,70.0,
3247,Staying employees,29,0,0,50.0,,100.0,
3248,Leaving employees,26,1,0,98.3,,,100.0
3249,Staying employees,42,0,0,95.0,-0.5,77.0,
3250,Staying employees,61,0,0,49.0,,9.0,
3251,Leaving employees,36,0,0,71.0,,,74.0
3252,Staying employees,44,0,1,63.3,-44.5,80.0,
3253,Staying employees,37,0,0,100.0,0.0,,100.0
3254,Staying employees,35,0,0,100.0,,,
3255,Staying employees,39,0,0,68.3,10.7,,
3256,Staying employees,58,0,0,95.3,6.0,95.0,100.0
3257,Staying employees,45,0,0,100.0,0.0,,
3258,Leaving employees,36,0,0,91.7,,50.0,
3259,Leaving employees,25,0,0,59.0,,,100.0
3260,Staying employees,46,0,0,97.3,-6.3,66.5,100.0
3261,Staying employees,40,0,0,73.5,15.7,47.0,100.0
3262,Leaving employees,43,1,0,92.0,,,100.0
3263,Staying employees,46,0,0,91.7,16.7,,100.0
3264,Staying employees,28,0,0,100.0,,,
3265,Staying employees,38,0,0,93.7,10.0,84.0,100.0
3266,Staying employees,46,0,0,92.9,16.7,,100.0
3267,Staying employees,35,0,0,100.0,0.0,100.0,
3268,Staying employees,31,0,0,97.9,0.0,,100.0
3269,Staying employees,31,0,0,79.3,14.7,50.0,100.0
3270,Staying employees,35,0,0,71.6,5.3,70.0,77.0
3271,Staying employees,35,1,0,100.0,0.0,100.0,100.0
3272,Staying employees,39,0,0,92.7,17.0,100.0,100.0
3273,Leaving employees,47,0,0,49.2,,76.0,77.0
3274,Staying employees,51,0,0,82.8,9.7,,98.0
3275,Staying employees,35,0,0,47.2,-40.3,,77.0
3276,Staying employees,43,0,0,92.3,1.7,100.0,100.0
3277,Staying employees,55,0,0,68.3,,76.0,95.0
3278,Staying employees,36,1,0,100.0,0.0,100.0,100.0
3279,Staying employees,35,1,0,99.7,0.7,100.0,100.0
3280,Staying employees,22,1,0,100.0,0.0,,100.0
3281,Staying employees,39,0,0,86.7,-9.3,100.0,100.0
3282,Leaving employees,23,0,0,64.8,-69.0,100.0,100.0
3283,Staying employees,39,0,0,90.2,9.0,100.0,100.0
3284,Staying employees,39,0,0,96.5,9.7,0.0,100.0
